Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh),Year,Month
2014-07-08,Toronto,2.95,7.98,-1.05,4.25,12.82,19.75,5.06,7.550840000000001e-05,2014,7
2014-07-08,Vancouver,-4.1,-1.86,-5.78,0.9,15.17,19.98,8.59,0.0002388716,2014,7
2014-07-08,Halifax,-8.44,-6.93,-10.17,0.59,9.43,11.69,7.61,0.0002052864,2014,7
2014-07-09,Ottawa,3.24,4.87,1.4,8.73,11.83,14.08,8.11,4.312440000000001e-05,2014,7
2014-07-09,Edmonton,0.92,2.5,-1.0,0.34,10.27,12.45,7.71,9.251e-05,2014,7
2014-07-09,Halifax,4.79,8.44,1.16,1.91,10.03,11.16,7.8,9.9e-05,2014,7
2014-07-10,Toronto,-0.36,1.07,-2.18,0.23,9.39,10.46,7.46,0.0004676143999999,2014,7
2014-07-11,Edmonton,0.01,1.47,-2.68,7.42,8.93,10.39,7.58,0.0004533804,2014,7
2014-07-14,Calgary,4.61,7.55,2.48,0.55,4.46,6.88,2.75,0.0024486703999999,2014,7
2014-07-15,Calgary,6.4,8.37,3.98,0.39,6.48,8.38,5.87,0.0027321536,2014,7
2014-07-16,Quebec City,9.51,14.32,4.68,0.17,4.51,6.01,3.09,0.0030384683999999,2014,7
2014-07-17,Halifax,9.56,12.89,5.96,0.78,6.1,7.36,3.33,0.00299475,2014,7
2014-07-18,Montreal,15.55,20.11,10.39,5.09,2.1,4.01,0.63,0.00257499,2014,7
2014-07-18,Calgary,16.06,21.91,10.55,0.4,2.69,5.1,0.98,0.0031120364,2014,7
2014-07-18,Ottawa,13.43,16.78,10.52,0.27,5.21,6.0,4.24,0.0031640576,2014,7
2014-07-18,Winnipeg,13.75,17.17,9.47,3.72,4.95,7.46,1.85,0.0027252236,2014,7
2014-07-18,Hamilton,14.34,18.29,10.81,0.0,3.11,4.61,1.05,0.0028019376,2014,7
2014-07-19,Winnipeg,16.64,19.63,13.93,2.68,4.74,6.27,3.41,0.0025147584,2014,7
2014-07-19,Hamilton,17.24,21.85,12.76,0.08,4.41,6.78,3.1,0.00314171,2014,7
2014-07-19,Halifax,18.48,23.25,12.94,0.3,2.69,4.32,0.87,0.00314171,2014,7
2014-07-20,Montreal,20.25,23.26,17.23,0.35,5.27,6.51,3.15,0.0025548336,2014,7
2014-07-20,Quebec City,19.71,22.5,16.8,0.2,5.06,6.49,3.51,0.0031194416,2014,7
2014-07-20,Winnipeg,20.28,23.96,15.94,0.27,3.62,5.68,0.99,0.0025615436,2014,7
2014-07-20,Halifax,22.44,26.01,18.83,0.44,1.94,2.48,0.88,0.0025014704,2014,7
2014-07-21,Calgary,21.26,23.56,18.96,7.74,4.48,6.87,1.79,0.0027390924,2014,7
2014-07-21,Ottawa,21.34,24.43,18.11,1.87,2.03,3.51,1.24,0.0028371595999999,2014,7
2014-07-21,Quebec City,23.88,27.99,19.65,0.82,1.96,2.87,0.52,0.0024882176,2014,7
2014-07-22,Toronto,21.92,26.17,17.01,1.68,4.23,6.26,2.87,0.0029441456,2014,7
2014-07-31,Edmonton,9.44,11.01,8.4,4.54,10.54,12.67,7.55,5.13216e-05,2014,7
2014-08-01,Vancouver,11.84,13.75,10.08,1.86,9.13,12.47,6.99,0.0003986443999999,2014,8
2014-08-01,Halifax,11.75,14.08,6.99,11.02,5.45,17.4,0.58,4.7916e-06,2014,8
2014-08-02,Toronto,5.45,7.28,4.3,5.83,10.59,18.76,4.01,6.23084e-05,2014,8
2014-08-03,Edmonton,-1.5,0.53,-3.85,0.77,7.68,8.96,6.69,0.0001378476,2014,8
2014-08-04,Quebec City,6.74,11.09,4.42,3.14,9.55,13.86,6.39,9.719600000000004e-06,2014,8
2014-08-05,Toronto,1.16,2.47,-0.15,5.47,11.12,15.01,7.91,1.4256e-06,2014,8
2014-08-05,Calgary,2.5,3.84,1.43,1.17,7.03,7.7,6.49,7.09676e-05,2014,8
2014-08-06,Toronto,-3.06,-1.68,-4.64,0.85,9.68,14.01,4.29,0.0001098416,2014,8
2014-08-06,Winnipeg,-4.8,-1.13,-8.64,2.22,9.6,12.1,7.61,8.019000000000002e-05,2014,8
2014-08-07,Vancouver,3.09,5.33,1.94,0.2,7.91,9.09,7.13,0.0001555136,2014,8
2014-08-07,Halifax,4.56,7.98,2.82,8.76,9.48,14.04,5.51,6.335999999999999e-05,2014,8
2014-08-08,Toronto,1.54,2.88,-0.18,4.87,9.77,11.4,6.9,2.74604e-05,2014,8
2014-08-08,Vancouver,0.43,1.83,-0.35,1.27,8.69,10.84,6.81,3.25424e-05,2014,8
2014-08-08,Montreal,4.27,6.33,2.33,0.42,8.86,9.79,7.5,5.92064e-05,2014,8
2014-08-08,Quebec City,1.95,3.27,-0.42,2.18,10.41,11.8,6.9,7.66656e-05,2014,8
2014-08-09,Vancouver,5.17,9.8,1.91,22.38,8.13,12.29,2.19,7.7616e-06,2014,8
2014-08-09,Hamilton,-0.81,3.45,-5.34,6.2,9.12,13.79,5.07,5.39e-06,2014,8
2014-08-09,Halifax,-2.82,1.57,-7.55,2.92,9.06,13.04,7.55,6.23084e-05,2014,8
2014-08-10,Montreal,-0.89,0.64,-2.79,2.08,8.57,9.85,6.57,0.0001112364,2014,8
2014-08-12,Halifax,2.18,4.75,-0.58,2.74,9.45,12.67,7.46,5.03756e-05,2014,8
2014-08-13,Toronto,-2.12,-0.8,-4.4,0.23,8.01,9.52,7.01,0.0002052864,2014,8
2014-08-13,Calgary,0.64,4.14,-2.26,0.25,9.64,11.81,7.58,0.00066924,2014,8
2014-08-13,Winnipeg,0.7,1.52,-1.42,3.55,7.76,9.18,6.81,4.312440000000001e-05,2014,8
2014-08-13,Hamilton,-3.09,-1.61,-4.11,2.38,14.23,16.89,8.09,0.0002728044,2014,8
2014-08-13,Halifax,-3.85,-2.91,-5.19,1.38,12.35,14.72,7.87,0.0002227499999999,2014,8
2014-08-15,Calgary,5.25,6.86,1.12,2.15,9.93,14.37,5.37,0.00029744,2014,8
2014-08-16,Toronto,6.48,12.94,-2.35,1.82,10.98,14.31,8.79,0.0003649536,2014,8
2014-08-18,Vancouver,3.33,6.36,0.8,0.42,10.92,13.91,7.4,0.0011851884,2014,8
2014-08-18,Ottawa,8.15,11.31,3.92,6.06,8.9,15.36,3.93,0.0001084556,2014,8
2014-08-19,Montreal,3.22,6.71,0.07,0.93,11.44,12.75,8.0,0.0011265583999999,2014,8
2014-08-20,Ottawa,10.81,15.04,7.24,0.57,5.26,7.47,2.78,0.0024882176,2014,8
2014-08-21,Ottawa,6.11,10.12,0.96,1.51,2.66,3.76,1.32,0.0028300976,2014,8
2014-08-21,Halifax,9.9,10.84,8.9,5.17,8.54,10.08,7.14,9.50796e-05,2014,8
2014-08-22,Vancouver,10.88,13.15,8.46,0.06,4.54,5.84,3.14,0.0028371595999999,2014,8
2014-08-22,Montreal,11.42,13.78,7.98,3.04,2.6,4.57,1.37,0.0030092876,2014,8
2014-08-22,Winnipeg,21.02,25.62,16.46,0.68,2.45,3.88,0.72,0.0024882176,2014,8
2014-08-23,Calgary,13.67,18.28,8.45,0.5,4.9,6.37,2.58,0.00285131,2014,8
2014-08-23,Halifax,15.71,19.47,12.62,2.49,4.43,5.87,2.74,0.0030972524,2014,8
2014-08-24,Toronto,16.6,20.78,11.45,0.51,2.93,5.0,1.02,0.0029802476,2014,8
2014-08-24,Vancouver,20.68,27.13,14.99,1.33,3.35,5.89,1.08,0.00274604,2014,8
2014-08-24,Ottawa,14.96,17.45,11.5,1.25,6.58,8.46,5.2,0.00310464,2014,8
2014-08-24,Edmonton,13.57,17.38,10.02,0.35,3.32,6.14,1.34,0.00344619,2014,8
2014-08-24,Quebec City,13.64,15.85,10.75,2.09,4.48,5.35,3.62,0.0031640576,2014,8
2014-08-24,Winnipeg,15.1,17.63,11.87,0.69,3.89,5.24,1.89,0.00325424,2014,8
2014-08-24,Hamilton,16.52,19.96,12.68,0.01,2.69,3.62,1.84,0.00299475,2014,8
2014-08-24,Halifax,18.53,23.15,14.31,0.23,2.23,3.03,0.92,0.0031120364,2014,8
2014-08-25,Toronto,20.12,24.1,15.51,0.09,2.54,3.29,1.12,0.00285131,2014,8
2014-08-25,Montreal,23.37,27.47,19.3,0.96,2.23,2.89,1.12,0.00254144,2014,8
2014-08-25,Calgary,24.05,28.45,19.52,0.26,2.75,3.67,1.86,0.0024816044,2014,8
2014-08-25,Hamilton,21.65,26.01,17.35,0.08,5.09,6.73,3.9,0.0024816044,2014,8
2014-08-26,Toronto,21.63,25.93,16.72,0.45,3.53,4.53,2.49,0.0027390924,2014,8
2014-08-26,Vancouver,23.78,28.95,18.52,0.12,2.86,5.07,0.94,0.0027390924,2014,8
2014-08-26,Montreal,22.01,24.85,19.1,1.95,3.11,4.72,1.65,0.0025280816,2014,8
2014-08-26,Calgary,23.97,28.53,19.35,1.97,2.2,4.8,0.44,0.0026838283999999,2014,8
2014-08-26,Edmonton,25.63,29.35,21.76,1.46,4.14,6.24,2.69,0.0024552396,2014,8
2014-08-26,Quebec City,25.3,29.89,21.44,0.11,3.66,6.23,0.74,0.0028019376,2014,8
2014-08-26,Hamilton,25.05,27.47,22.46,0.01,3.45,4.32,2.37,0.0026291276,2014,8
2014-08-27,Halifax,24.51,28.0,20.23,1.29,4.61,6.24,1.15,0.0027044864,2014,8
2014-09-04,Ottawa,15.28,17.29,13.5,5.07,9.28,13.89,4.44,0.0002315552,2014,9
2014-09-05,Edmonton,11.28,12.31,9.89,1.69,8.48,9.45,6.59,0.0004286592,2014,9
2014-09-07,Quebec City,7.78,11.18,3.18,2.3,12.05,13.83,9.29,5.408e-05,2014,9
2014-09-07,Winnipeg,4.68,7.66,1.21,0.94,11.59,14.12,8.5,0.0001254528,2014,9
2014-09-09,Toronto,8.81,13.2,6.18,4.81,12.64,19.95,7.0,6.195200000000001e-06,2014,9
2014-09-09,Vancouver,5.21,6.63,3.96,2.3,10.42,15.09,5.88,1.7052800000000004e-05,2014,9
2014-09-09,Ottawa,9.51,12.52,4.69,0.28,10.32,13.12,7.8,6.09408e-05,2014,9
2014-09-10,Winnipeg,2.04,5.17,0.42,1.15,9.01,10.64,7.01,0.0001737248,2014,9
2014-09-10,Hamilton,3.66,5.63,1.18,0.23,8.89,10.3,7.6,9.031679999999998e-05,2014,9
2014-09-11,Ottawa,2.96,5.09,1.67,2.36,8.42,10.14,6.53,1.8483200000000003e-05,2014,9
2014-09-12,Vancouver,-1.47,-0.45,-2.76,0.52,9.77,11.15,6.32,2.2579199999999996e-05,2014,9
2014-09-13,Toronto,-0.41,0.84,-2.39,4.89,9.48,11.74,7.65,2.42208e-05,2014,9
2014-09-13,Vancouver,-1.29,-0.48,-2.31,2.14,10.6,13.01,6.93,2.8275199999999997e-05,2014,9
2014-09-13,Calgary,2.71,5.37,-0.47,2.91,10.82,15.25,8.13,8e-06,2014,9
2014-09-15,Winnipeg,1.87,4.01,-0.57,0.17,10.66,12.37,8.82,4.92032e-05,2014,9
2014-09-15,Hamilton,-0.63,1.78,-4.02,0.34,8.1,8.74,7.35,6.821120000000002e-05,2014,9
2014-09-16,Ottawa,-6.01,-5.14,-7.41,0.08,8.89,11.21,7.23,0.0001344799999999,2014,9
2014-09-16,Hamilton,-3.4,-2.9,-4.19,1.2,8.73,10.78,6.47,5.832000000000001e-05,2014,9
2014-09-17,Toronto,-2.92,0.62,-5.69,0.37,9.95,11.12,8.3,0.0002691199999999,2014,9
2014-09-17,Montreal,-1.48,2.46,-4.98,3.13,13.07,16.12,7.62,3.39488e-05,2014,9
2014-09-17,Calgary,-4.88,-3.98,-6.01,0.39,10.84,13.78,6.0,9.912320000000002e-05,2014,9
2014-09-18,Calgary,-7.05,-4.47,-8.13,6.31,10.56,14.72,6.95,5e-05,2014,9
2014-09-19,Quebec City,-1.06,5.03,-6.36,0.38,11.48,16.15,8.18,0.0001577088,2014,9
2014-09-20,Toronto,-2.65,1.06,-6.28,0.44,9.87,12.97,7.93,0.0005405472,2014,9
2014-09-20,Quebec City,9.74,13.52,4.34,0.55,10.22,13.73,6.1,0.0002402432,2014,9
2014-09-22,Calgary,4.92,9.04,2.62,4.52,8.27,15.33,2.77,6.09408e-05,2014,9
2014-09-22,Winnipeg,0.21,2.06,-1.27,0.22,8.76,10.74,6.81,0.0007159328,2014,9
2014-09-25,Quebec City,6.98,8.91,4.58,1.58,10.93,14.4,6.28,0.00055112,2014,9
2014-09-28,Ottawa,8.2,10.67,5.94,7.09,9.6,11.05,6.57,6.821120000000002e-05,2014,9
2014-10-12,Quebec City,13.21,15.4,11.91,1.59,8.19,9.78,6.97,0.0003115008,2014,10
2014-10-13,Ottawa,10.37,12.03,8.17,11.4,9.84,11.33,7.44,7.6832e-06,2014,10
2014-10-13,Edmonton,8.48,9.34,7.79,5.22,9.11,10.38,7.44,2.7084800000000005e-05,2014,10
2014-10-13,Hamilton,12.09,13.24,11.12,5.99,8.88,10.48,6.93,5.575680000000001e-05,2014,10
2014-10-14,Vancouver,8.82,10.49,7.56,0.78,8.76,10.37,6.64,0.0002562848,2014,10
2014-10-16,Montreal,2.73,6.95,1.6,0.6,9.63,12.41,7.54,9.57728e-05,2014,10
2014-10-16,Quebec City,1.82,4.56,-0.16,1.46,9.51,11.7,7.46,3.2e-05,2014,10
2014-10-17,Montreal,6.76,9.6,2.39,1.04,10.75,14.03,7.15,2.8275199999999997e-05,2014,10
2014-10-17,Quebec City,5.56,8.89,0.78,4.94,11.35,15.13,7.65,1.4796800000000002e-05,2014,10
2014-10-18,Vancouver,7.25,12.94,3.16,7.12,12.35,20.38,6.1,6.45248e-05,2014,10
2014-10-18,Montreal,3.71,6.46,0.26,0.99,10.37,13.54,7.52,0.0001577088,2014,10
2014-10-18,Calgary,5.53,8.21,2.59,0.18,9.71,12.88,6.07,0.0001492992,2014,10
2014-10-18,Quebec City,10.07,12.83,5.12,0.83,12.23,15.31,8.22,2.1516800000000004e-05,2014,10
2014-10-19,Montreal,0.1,3.9,-1.73,1.2,10.42,12.29,7.17,6.36192e-05,2014,10
2014-10-20,Quebec City,2.22,5.53,-3.15,0.53,11.89,15.35,6.84,1.43648e-05,2014,10
2014-10-21,Toronto,1.43,3.93,-3.66,0.96,11.16,12.89,9.99,1.568e-05,2014,10
2014-10-21,Vancouver,-6.04,-4.04,-10.26,0.81,10.81,11.71,8.79,9.031679999999998e-05,2014,10
2014-10-21,Calgary,1.06,2.63,-0.8,2.33,8.27,14.6,2.25,5.12e-06,2014,10
2014-10-21,Hamilton,-1.85,-0.44,-2.6,12.07,10.84,13.31,4.81,9.3312e-06,2014,10
2014-10-22,Toronto,1.1,4.33,-4.7,1.0,11.46,14.09,9.63,4.6080000000000006e-05,2014,10
2014-10-22,Hamilton,-3.64,-1.84,-6.97,0.23,11.4,13.64,8.08,4.76288e-05,2014,10
2014-10-23,Edmonton,-4.3,-1.15,-6.99,3.7,9.26,10.24,7.87,4.2319999999999995e-05,2014,10
2014-10-23,Hamilton,-1.71,1.38,-5.53,0.05,9.1,11.18,6.49,0.00025992,2014,10
2014-10-24,Calgary,1.38,4.03,-0.99,2.37,9.29,12.35,6.57,0.0001025312,2014,10
2014-10-24,Hamilton,3.17,7.41,-2.87,0.3,11.15,14.99,5.85,0.000288,2014,10
2014-10-24,Halifax,2.67,7.1,-2.39,14.7,9.54,15.12,4.89,4.0140800000000014e-05,2014,10
2014-10-25,Vancouver,-5.24,-0.95,-7.6,2.19,12.83,17.03,5.49,0.00025088,2014,10
2014-10-25,Montreal,-0.72,4.49,-6.52,0.25,11.72,14.62,6.14,0.0003987487999999,2014,10
2014-10-25,Halifax,-1.97,1.13,-5.39,1.38,10.64,12.26,6.55,0.0003055392,2014,10
2014-10-26,Quebec City,6.94,12.81,0.43,1.69,10.9,16.28,4.92,0.0005725728,2014,10
2014-10-27,Montreal,-4.09,-1.56,-5.89,2.25,11.33,14.49,6.55,0.0003215648,2014,10
2014-10-28,Calgary,3.25,4.37,2.33,8.86,9.83,13.23,5.56,3.942720000000001e-05,2014,10
2014-10-28,Winnipeg,-2.75,-0.29,-4.75,1.15,10.65,11.83,8.42,0.000392,2014,10
2014-10-28,Hamilton,-5.42,-4.35,-7.18,1.39,9.11,10.8,6.52,0.0005999648,2014,10
2014-10-29,Vancouver,8.01,13.02,2.85,0.88,9.14,15.8,4.04,0.0005617952,2014,10
2014-10-30,Quebec City,6.49,10.43,3.89,1.15,8.64,14.23,5.23,0.0005944351999999,2014,10
2014-11-16,Toronto,15.26,17.73,13.78,3.41,9.31,11.37,7.19,0.000170528,2014,11
2014-11-21,Calgary,1.84,2.77,0.64,1.06,10.41,11.55,9.52,5.5777999999999993e-05,2014,11
2014-11-21,Ottawa,0.53,1.62,-0.69,1.8,11.25,12.03,10.4,4.032799999999999e-05,2014,11
2014-11-21,Edmonton,-1.18,-0.42,-1.94,1.37,11.27,13.31,7.43,5.779999999999999e-05,2014,11
2014-11-21,Quebec City,3.23,6.93,-1.39,0.14,10.87,15.57,6.23,9.68e-05,2014,11
2014-11-22,Edmonton,4.51,8.04,0.41,7.77,10.75,14.59,5.85,1.458e-06,2014,11
2014-11-22,Hamilton,5.54,9.38,1.2,3.03,11.45,15.16,7.4,2.1632e-05,2014,11
2014-11-22,Halifax,1.31,3.68,-1.2,0.16,8.36,10.49,6.78,8.820000000000004e-05,2014,11
2014-11-23,Edmonton,1.17,2.15,0.04,0.26,8.97,9.91,7.68,3.2258e-05,2014,11
2014-11-24,Toronto,1.78,2.34,0.98,9.09,10.23,13.58,7.92,8.978000000000001e-06,2014,11
2014-11-24,Calgary,0.22,1.61,-1.09,0.89,9.4,11.19,7.48,2.9767999999999997e-05,2014,11
2014-11-24,Hamilton,-5.15,2.27,-10.95,9.12,15.86,22.2,4.84,5.618000000000001e-06,2014,11
2014-11-24,Halifax,-8.16,-5.97,-10.69,3.85,18.58,20.05,15.86,2.7378000000000005e-05,2014,11
2014-11-25,Toronto,-5.05,-4.1,-5.93,2.19,13.96,15.64,12.14,5.3792e-05,2014,11
2014-11-25,Vancouver,-4.33,-3.02,-5.53,1.81,9.32,11.71,7.56,2.0402e-05,2014,11
2014-11-25,Ottawa,4.49,5.86,2.67,0.24,7.57,8.8,6.57,3.2258e-05,2014,11
2014-11-26,Halifax,-1.53,1.17,-4.6,5.24,9.78,11.09,7.97,9.8e-06,2014,11
2014-11-28,Halifax,-1.97,1.77,-7.05,0.12,11.92,15.34,8.63,0.000107648,2014,11
2014-11-29,Toronto,-11.77,-7.92,-13.57,0.38,10.45,12.35,5.68,0.0001280179999999,2014,11
2014-11-29,Winnipeg,2.4,4.04,-0.16,3.72,11.06,12.22,9.99,1.8432e-05,2014,11
2014-11-30,Montreal,7.34,12.37,3.58,0.31,10.06,15.63,3.92,3.2768000000000016e-05,2014,11
2014-11-30,Hamilton,1.22,4.65,-1.16,0.41,8.0,14.32,4.01,0.000137288,2014,11
2014-11-30,Halifax,-0.75,0.18,-2.77,7.0,8.73,14.98,3.28,2.205000000000001e-05,2014,11
2014-12-01,Hamilton,1.02,2.34,-0.73,6.89,8.76,14.06,4.13,0.000123008,2014,12
2014-12-01,Halifax,1.87,4.19,0.35,6.26,7.15,14.36,2.93,0.000263538,2014,12
2014-12-02,Montreal,0.44,1.93,-1.1,0.27,9.86,12.7,5.96,0.000524288,2014,12
2014-12-02,Halifax,-1.58,0.11,-3.51,0.33,10.72,12.52,8.62,0.000276768,2014,12
2014-12-03,Calgary,-0.65,1.01,-3.12,1.0,10.7,13.81,6.86,0.000267912,2014,12
2014-12-03,Ottawa,-1.28,1.28,-4.6,0.54,11.05,13.46,8.91,0.000341138,2014,12
2014-12-03,Edmonton,2.2,5.59,-0.61,0.03,9.46,10.96,7.16,0.000591872,2014,12
2014-12-04,Toronto,4.02,9.4,1.36,7.3,11.1,16.62,5.43,1.9208000000000003e-05,2014,12
2014-12-04,Vancouver,3.99,7.64,0.94,1.42,8.46,16.14,0.82,0.0007032979999999,2014,12
2014-12-23,Winnipeg,11.5,13.05,10.29,1.99,10.64,11.61,8.96,6.125000000000001e-05,2014,12
2014-12-23,Hamilton,11.39,13.46,9.75,3.59,10.55,12.21,7.94,0.000146882,2014,12
2014-12-23,Halifax,11.62,14.09,10.0,2.03,7.55,7.93,6.66,0.000131072,2014,12
2014-12-24,Ottawa,10.63,11.44,9.5,1.34,7.69,8.44,6.87,4.992800000000001e-05,2014,12
2014-12-26,Calgary,10.68,12.83,8.21,0.11,9.57,11.13,8.18,0.0001568,2014,12
2014-12-28,Winnipeg,1.78,3.35,-0.85,0.58,10.23,11.49,8.59,3.7538000000000005e-05,2014,12
2014-12-28,Hamilton,-0.58,0.89,-1.69,1.14,9.43,10.87,7.49,5.3138e-05,2014,12
2014-12-28,Halifax,0.46,2.34,-1.66,0.29,9.45,11.13,7.92,1.5488e-05,2014,12
2014-12-30,Montreal,2.82,6.38,0.58,0.02,9.69,13.59,6.89,2.205000000000001e-05,2014,12
2015-01-02,Vancouver,2.07,4.9,0.01,2.7,11.74,14.87,7.36,1.805e-05,2015,1
2015-01-02,Ottawa,0.87,4.59,-2.42,3.31,13.81,17.32,8.83,8.449999999999999e-06,2015,1
2015-01-02,Edmonton,-5.53,-2.04,-8.54,1.4,14.19,16.08,11.57,6.697800000000001e-05,2015,1
2015-01-02,Quebec City,-8.03,-6.57,-9.33,0.08,9.18,11.37,7.04,0.000103058,2015,1
2015-01-02,Hamilton,-7.83,-5.67,-9.82,1.53,11.48,13.77,9.97,9.3312e-05,2015,1
2015-01-03,Calgary,-1.16,0.78,-3.35,1.4,9.38,10.51,7.37,1.5488e-05,2015,1
2015-01-05,Winnipeg,-0.16,1.9,-2.2,1.98,7.34,14.64,0.68,1.3778000000000004e-05,2015,1
2015-01-05,Hamilton,-1.0,0.24,-2.37,0.51,8.32,13.89,4.56,8.652800000000001e-05,2015,1
2015-01-06,Toronto,-2.01,0.97,-3.95,1.0,13.11,15.15,8.67,7.605e-05,2015,1
2015-01-07,Toronto,4.0,11.26,-4.05,5.7,11.99,16.48,6.3,9.504800000000002e-05,2015,1
2015-01-07,Vancouver,-2.85,-1.5,-3.91,0.56,9.81,12.12,5.3,0.000220448,2015,1
2015-01-08,Halifax,1.04,3.23,-0.62,0.08,8.04,9.63,7.04,0.0001280179999999,2015,1
2015-01-09,Toronto,1.24,2.53,-0.31,0.85,9.09,12.19,6.96,9.4178e-05,2015,1
2015-01-09,Vancouver,-0.03,1.56,-2.1,1.0,10.0,12.92,6.43,0.000269378,2015,1
2015-01-10,Ottawa,4.88,5.45,4.06,1.93,10.8,14.53,4.61,4.3218000000000005e-05,2015,1
2015-01-11,Ottawa,7.26,10.69,4.56,11.57,9.8,13.95,2.99,6.408200000000001e-05,2015,1
2015-01-11,Edmonton,6.48,9.25,4.43,3.28,10.43,14.33,4.11,0.000383688,2015,1
2015-01-11,Halifax,6.71,8.66,5.68,0.93,9.89,12.35,2.6,2.0000000000000005e-05,2015,1
2015-01-20,Calgary,22.83,25.63,20.2,22.71,4.5,8.38,1.07,7.683200000000001e-05,2015,1
2015-01-20,Halifax,23.57,26.09,22.03,29.17,4.42,7.62,0.75,0.00039605,2015,1
2015-01-26,Calgary,16.38,20.17,12.98,0.82,8.39,10.27,6.56,0.0002752819999999,2015,1
2015-02-01,Ottawa,9.66,13.34,6.95,1.17,8.34,10.31,6.57,4.6818000000000005e-05,2015,2
2015-02-01,Winnipeg,10.62,13.01,6.57,3.35,9.92,11.96,8.68,1.0081999999999998e-05,2015,2
2015-02-03,Edmonton,1.57,2.6,0.11,0.49,10.06,11.78,8.13,1.805e-05,2015,2
2015-02-03,Quebec City,0.15,1.32,-0.75,0.8,10.51,11.7,9.08,1.5842e-05,2015,2
2015-02-04,Toronto,1.64,3.11,0.39,6.99,10.6,12.03,7.42,2.312e-06,2015,2
2015-02-04,Vancouver,0.45,2.55,-2.26,1.15,9.66,11.71,5.05,1.3448e-05,2015,2
2015-02-04,Calgary,1.29,3.75,-0.19,5.95,9.36,14.06,7.1,4.418e-06,2015,2
2015-02-04,Ottawa,4.25,5.43,3.4,0.05,7.4,14.32,0.53,2.464200000000001e-05,2015,2
2015-02-04,Hamilton,-3.01,0.33,-4.8,0.52,12.27,14.78,9.18,3.8642e-05,2015,2
2015-02-06,Quebec City,4.44,9.07,2.62,4.35,11.41,13.72,6.68,1.4111999999999998e-05,2015,2
2015-02-06,Halifax,1.08,1.7,-0.14,29.17,1.72,2.56,0.29,1.458e-06,2015,2
2015-02-07,Winnipeg,1.24,2.12,0.25,34.68,1.96,3.15,0.42,4.232e-06,2015,2
2015-02-07,Hamilton,1.61,1.9,1.28,40.75,3.41,4.84,2.11,7.220000000000001e-07,2015,2
2015-02-10,Halifax,0.76,1.29,0.11,23.61,2.37,3.68,0.6,2.5992e-05,2015,2
2015-02-11,Calgary,1.02,1.87,-0.19,20.75,3.33,6.27,1.72,6.498e-06,2015,2
2015-02-11,Ottawa,0.13,1.2,-1.2,24.33,3.39,5.84,1.99,1.2168e-05,2015,2
2015-02-11,Quebec City,0.49,1.61,-0.33,23.89,2.85,4.11,1.91,5.832e-06,2015,2
2015-02-12,Hamilton,-3.72,-0.75,-6.71,20.22,3.16,4.1,1.19,1.8818e-05,2015,2
2015-02-13,Vancouver,2.06,3.74,0.68,21.41,2.11,2.93,0.59,4.3218000000000005e-05,2015,2
2015-02-13,Montreal,2.67,3.42,1.88,26.53,1.76,2.56,0.9,2.645e-05,2015,2
2015-02-13,Ottawa,2.92,3.73,2.45,42.95,2.38,3.2,1.17,6.0500000000000005e-06,2015,2
2015-02-14,Vancouver,2.68,3.44,1.83,33.89,2.26,3.59,0.78,8.978000000000001e-06,2015,2
2015-02-15,Vancouver,3.2,4.79,2.31,29.52,2.51,2.97,1.65,4.3808000000000005e-05,2015,2
2015-02-17,Ottawa,4.91,6.3,3.81,25.38,1.79,2.74,0.97,8.4872e-05,2015,2
2015-02-27,Vancouver,13.65,16.68,10.07,22.67,1.74,2.54,0.71,8.323200000000003e-05,2015,2
2015-03-05,Calgary,13.48,15.98,11.4,20.93,2.25,3.8,1.52,2.7084800000000005e-05,2015,3
2015-03-07,Calgary,9.62,11.77,8.42,32.26,2.36,3.85,1.63,2.2044800000000003e-05,2015,3
2015-03-07,Winnipeg,9.67,10.63,8.33,25.8,2.91,3.51,2.35,1.568e-05,2015,3
2015-03-08,Vancouver,9.1,9.74,8.58,33.38,3.15,5.19,1.79,2.888e-05,2015,3
2015-03-08,Montreal,8.88,10.42,7.3,40.76,2.99,5.35,1.89,4.0140800000000014e-05,2015,3
2015-03-08,Edmonton,6.43,8.29,4.74,32.61,2.82,4.23,1.4,8.323200000000002e-06,2015,3
2015-03-08,Hamilton,6.56,8.89,3.0,36.51,3.04,3.85,2.64,1.61312e-05,2015,3
2015-03-09,Toronto,8.58,9.75,6.45,30.93,2.45,3.57,0.85,2.6911999999999997e-06,2015,3
2015-03-09,Ottawa,7.31,8.35,5.82,46.83,2.23,3.84,1.37,8.9888e-06,2015,3
2015-03-09,Winnipeg,9.12,11.3,5.4,39.42,3.21,5.2,1.71,1.11392e-05,2015,3
2015-03-11,Montreal,3.43,4.97,1.92,36.4,2.34,3.32,1.02,4.6079999999999994e-07,2015,3
2015-03-11,Quebec City,2.14,3.04,0.97,24.53,1.8,2.55,1.14,2.6911999999999997e-06,2015,3
2015-03-11,Winnipeg,3.27,4.92,1.53,40.18,2.18,2.92,1.35,1.5488000000000003e-06,2015,3
2015-03-11,Hamilton,6.03,7.04,4.73,42.23,2.9,4.12,2.18,5.12e-06,2015,3
