Date,City,Solar Irradiance (W/m²)
2014-03-25,Quebec City,6.7
2014-03-25,Winnipeg,7.11
2014-03-25,Hamilton,6.65
2014-03-25,Halifax,7.05
2014-03-26,Toronto,7.18
2014-03-26,Vancouver,2.8
2014-03-26,Montreal,4.22
2014-03-26,Calgary,7.49
2014-03-26,Ottawa,5.45
2014-03-26,Edmonton,3.68
2014-03-26,Quebec City,2.01
2014-03-26,Winnipeg,7.4
2014-03-26,Hamilton,3.65
2014-03-26,Halifax,4.25
2014-03-27,Toronto,6.15
2014-03-27,Vancouver,1.51
2014-03-27,Montreal,3.8
2014-03-27,Calgary,5.61
2014-03-27,Ottawa,6.48
2014-03-27,Edmonton,5.08
2014-03-27,Quebec City,7.45
2014-03-27,Winnipeg,4.27
2014-03-27,Hamilton,5.14
2014-03-27,Halifax,7.73
2014-03-28,Toronto,6.43
2014-03-28,Vancouver,6.17
2014-03-28,Montreal,6.26
2014-03-28,Calgary,6.36
2014-03-28,Ottawa,3.01
2014-03-28,Edmonton,4.54
2014-03-28,Quebec City,6.97
2014-03-28,Winnipeg,6.71
2014-03-28,Hamilton,7.57
2014-03-28,Halifax,5.94
2014-03-29,Toronto,7.42
2014-03-29,Vancouver,5.28
2014-03-29,Montreal,7.33
2014-03-29,Calgary,8.12
2014-03-29,Ottawa,8.16
2014-03-29,Edmonton,5.34
2014-03-29,Quebec City,5.0
2014-03-29,Winnipeg,6.44
2014-03-29,Hamilton,7.0
2014-03-29,Halifax,5.5
2014-03-30,Toronto,7.31
2014-03-30,Vancouver,7.8
2014-03-30,Montreal,7.78
2014-03-30,Calgary,6.26
2014-03-30,Ottawa,7.61
2014-03-30,Edmonton,7.37
2014-03-30,Quebec City,3.77
2014-03-30,Winnipeg,7.08
2014-03-30,Hamilton,5.75
2014-03-30,Halifax,4.95
2014-03-31,Toronto,7.73
2014-03-31,Vancouver,7.98
2014-03-31,Montreal,7.09
2014-03-31,Calgary,8.1
2014-03-31,Ottawa,5.12
2014-03-31,Edmonton,8.56
2014-03-31,Quebec City,5.38
2014-03-31,Winnipeg,5.98
2014-03-31,Hamilton,8.39
2014-03-31,Halifax,7.79
2014-04-01,Toronto,7.73
2014-04-01,Vancouver,6.7
2014-04-01,Montreal,7.6
2014-04-01,Calgary,8.15
2014-04-01,Ottawa,5.84
2014-04-01,Edmonton,8.36
2014-04-01,Quebec City,8.3
2014-04-01,Winnipeg,6.61
2014-04-01,Hamilton,7.61
2014-04-01,Halifax,4.16
2014-04-02,Toronto,7.36
2014-04-02,Vancouver,8.35
2014-04-02,Montreal,4.42
2014-04-02,Calgary,7.65
2014-04-02,Ottawa,7.31
2014-04-02,Edmonton,7.55
2014-04-02,Quebec City,6.86
2014-04-02,Winnipeg,7.01
2014-04-02,Hamilton,5.96
2014-04-02,Halifax,5.47
2014-04-03,Toronto,6.3
2014-04-03,Vancouver,7.57
2014-04-03,Montreal,5.66
2014-04-03,Calgary,7.11
2014-04-03,Ottawa,7.0
2014-04-03,Edmonton,4.98
2014-04-03,Quebec City,6.21
2014-04-03,Winnipeg,6.05
2014-04-03,Hamilton,6.72
2014-04-03,Halifax,6.65
2014-04-04,Toronto,6.46
2014-04-04,Vancouver,7.47
2014-04-04,Montreal,6.68
2014-04-04,Calgary,7.29
2014-04-04,Ottawa,7.5
2014-04-04,Edmonton,3.79
2014-04-04,Quebec City,4.77
2014-04-04,Winnipeg,7.42
2014-04-04,Hamilton,6.81
2014-04-04,Halifax,5.08
2014-04-05,Toronto,5.78
2014-04-05,Vancouver,5.39
2014-04-05,Montreal,3.8
2014-04-05,Calgary,6.19
2014-04-05,Ottawa,7.24
2014-04-05,Edmonton,7.24
2014-04-05,Quebec City,7.35
2014-04-05,Winnipeg,5.78
2014-04-05,Hamilton,6.74
2014-04-05,Halifax,6.85
2014-04-06,Toronto,7.49
2014-04-06,Vancouver,6.45
2014-04-06,Montreal,6.37
2014-04-06,Calgary,5.68
2014-04-06,Ottawa,4.53
2014-04-06,Edmonton,3.31
2014-04-06,Quebec City,4.59
2014-04-06,Winnipeg,4.57
2014-04-06,Hamilton,3.16
2014-04-06,Halifax,5.31
2014-04-07,Toronto,6.15
2014-04-07,Vancouver,6.65
2014-04-07,Montreal,6.2
2014-04-07,Calgary,5.1
2014-04-07,Ottawa,5.89
2014-04-07,Edmonton,6.51
2014-04-07,Quebec City,6.32
2014-04-07,Winnipeg,3.82
2014-04-07,Hamilton,6.31
2014-04-07,Halifax,5.84
2014-04-08,Toronto,5.28
2014-04-08,Vancouver,6.33
2014-04-08,Montreal,5.88
2014-04-08,Calgary,4.63
2014-04-08,Ottawa,5.29
2014-04-08,Edmonton,6.46
2014-04-08,Quebec City,6.26
2014-04-08,Winnipeg,6.32
2014-04-08,Hamilton,6.14
2014-04-08,Halifax,5.39
2014-04-09,Toronto,5.13
2014-04-09,Vancouver,3.17
2014-04-09,Montreal,5.54
2014-04-09,Calgary,3.14
2014-04-09,Ottawa,5.54
2014-04-09,Edmonton,5.94
2014-04-09,Quebec City,5.42
2014-04-09,Winnipeg,4.39
2014-04-09,Hamilton,5.51
2014-04-09,Halifax,5.49
2014-04-10,Toronto,1.36
2014-04-10,Vancouver,4.19
2014-04-10,Montreal,5.34
2014-04-10,Calgary,5.14
2014-04-10,Ottawa,4.3
2014-04-10,Edmonton,4.46
2014-04-10,Quebec City,1.11
2014-04-10,Winnipeg,5.46
2014-04-10,Hamilton,5.09
2014-04-10,Halifax,0.94
2014-04-11,Toronto,4.05
2014-04-11,Vancouver,3.29
2014-04-11,Montreal,1.04
2014-04-11,Calgary,2.76
2014-04-11,Ottawa,1.39
2014-04-11,Edmonton,2.41
2014-04-11,Quebec City,2.7
2014-04-11,Winnipeg,4.25
2014-04-11,Hamilton,4.37
2014-04-11,Halifax,4.36
2014-04-12,Toronto,4.55
2014-04-12,Vancouver,3.94
2014-04-12,Montreal,3.25
2014-04-12,Calgary,4.6
2014-04-12,Ottawa,3.11
2014-04-12,Edmonton,3.94
2014-04-12,Quebec City,3.49
2014-04-12,Winnipeg,4.15
2014-04-12,Hamilton,4.02
2014-04-12,Halifax,1.36
2014-04-13,Toronto,1.27
2014-04-13,Vancouver,2.47
2014-04-13,Montreal,3.87
2014-04-13,Calgary,0.55
2014-04-13,Ottawa,0.52
2014-04-13,Edmonton,2.66
2014-04-13,Quebec City,2.21
2014-04-13,Winnipeg,1.91
2014-04-13,Hamilton,3.05
2014-04-13,Halifax,2.4
2014-04-14,Toronto,0.43
2014-04-14,Vancouver,3.37
2014-04-14,Montreal,1.4
2014-04-14,Calgary,0.69
2014-04-14,Ottawa,2.98
2014-04-14,Edmonton,1.9
2014-04-14,Quebec City,1.46
2014-04-14,Winnipeg,2.14
2014-04-14,Hamilton,2.93
2014-04-14,Halifax,2.71
2014-04-15,Toronto,3.06
2014-04-15,Vancouver,3.11
2014-04-15,Montreal,1.67
2014-04-15,Calgary,2.39
2014-04-15,Ottawa,2.8
2014-04-15,Edmonton,2.53
2014-04-15,Quebec City,2.88
2014-04-15,Winnipeg,2.97
2014-04-15,Hamilton,2.79
2014-04-15,Halifax,2.68
2014-04-16,Toronto,0.99
2014-04-16,Vancouver,2.57
2014-04-16,Montreal,2.46
2014-04-16,Calgary,0.37
2014-04-16,Ottawa,1.12
2014-04-16,Edmonton,1.71
2014-04-16,Quebec City,1.87
2014-04-16,Winnipeg,0.72
2014-04-16,Hamilton,0.5
2014-04-16,Halifax,0.88
2014-04-17,Toronto,1.46
2014-04-17,Vancouver,1.8
2014-04-17,Montreal,1.72
2014-04-17,Calgary,1.15
2014-04-17,Ottawa,0.99
2014-04-17,Edmonton,1.19
2014-04-17,Quebec City,1.44
2014-04-17,Winnipeg,1.39
2014-04-17,Hamilton,1.14
2014-04-17,Halifax,1.43
2014-04-18,Toronto,1.18
2014-04-18,Vancouver,1.47
2014-04-18,Montreal,0.8
2014-04-18,Calgary,2.02
2014-04-18,Ottawa,1.24
2014-04-18,Edmonton,0.73
2014-04-18,Quebec City,0.69
2014-04-18,Winnipeg,0.71
2014-04-18,Hamilton,1.78
2014-04-18,Halifax,1.44
2014-04-19,Toronto,1.29
2014-04-19,Vancouver,1.11
2014-04-19,Montreal,1.69
2014-04-19,Calgary,1.99
2014-04-19,Ottawa,1.42
2014-04-19,Edmonton,1.01
2014-04-19,Quebec City,0.73
2014-04-19,Winnipeg,1.06
2014-04-19,Hamilton,1.02
2014-04-19,Halifax,1.59
2014-04-20,Toronto,0.57
2014-04-20,Vancouver,0.6
2014-04-20,Montreal,1.15
2014-04-20,Calgary,0.6
2014-04-20,Ottawa,1.14
2014-04-20,Edmonton,0.94
2014-04-20,Quebec City,2.19
2014-04-20,Winnipeg,1.37
2014-04-20,Hamilton,0.4
2014-04-20,Halifax,0.88
2014-04-21,Toronto,1.12
2014-04-21,Vancouver,2.33
2014-04-21,Montreal,1.71
2014-04-21,Calgary,2.16
2014-04-21,Ottawa,1.62
2014-04-21,Edmonton,0.43
2014-04-21,Quebec City,1.63
2014-04-21,Winnipeg,0.36
2014-04-21,Hamilton,1.88
2014-04-21,Halifax,1.0
2014-04-22,Toronto,1.18
2014-04-22,Vancouver,2.04
2014-04-22,Montreal,0.64
2014-04-22,Calgary,1.29
2014-04-22,Ottawa,1.4
2014-04-22,Edmonton,0.73
2014-04-22,Quebec City,1.32
2014-04-22,Winnipeg,1.2
2014-04-22,Hamilton,0.93
2014-04-22,Halifax,1.04
2014-04-23,Toronto,1.29
2014-04-23,Vancouver,1.08
2014-04-23,Montreal,1.55
2014-04-23,Calgary,0.6
2014-04-23,Ottawa,1.4
2014-04-23,Edmonton,2.83
2014-04-23,Quebec City,1.38
2014-04-23,Winnipeg,1.75
2014-04-23,Hamilton,1.83
2014-04-23,Halifax,2.12
2014-04-24,Toronto,2.32
2014-04-24,Vancouver,0.79
2014-04-24,Montreal,1.77
2014-04-24,Calgary,0.49
2014-04-24,Ottawa,1.84
2014-04-24,Edmonton,3.05
2014-04-24,Quebec City,1.31
2014-04-24,Winnipeg,1.34
2014-04-24,Hamilton,0.75
2014-04-24,Halifax,1.63
2014-04-25,Toronto,2.49
2014-04-25,Vancouver,1.27
2014-04-25,Montreal,3.55
2014-04-25,Calgary,3.58
2014-04-25,Ottawa,3.84
2014-04-25,Edmonton,3.91
2014-04-25,Quebec City,3.99
2014-04-25,Winnipeg,1.27
2014-04-25,Hamilton,1.7
2014-04-25,Halifax,3.02
2014-04-26,Toronto,1.67
2014-04-26,Vancouver,1.74
2014-04-26,Montreal,3.53
2014-04-26,Calgary,4.18
2014-04-26,Ottawa,1.69
2014-04-26,Edmonton,1.36
2014-04-26,Quebec City,3.67
2014-04-26,Winnipeg,3.79
2014-04-26,Hamilton,4.88
2014-04-26,Halifax,4.3
2014-04-27,Toronto,1.89
2014-04-27,Vancouver,0.96
2014-04-27,Montreal,4.23
2014-04-27,Calgary,3.84
2014-04-27,Ottawa,3.29
2014-04-27,Edmonton,3.61
2014-04-27,Quebec City,4.67
2014-04-27,Winnipeg,1.83
2014-04-27,Hamilton,2.21
2014-04-27,Halifax,3.33
2014-04-28,Toronto,5.36
2014-04-28,Vancouver,4.79
2014-04-28,Montreal,1.15
2014-04-28,Calgary,4.62
2014-04-28,Ottawa,2.09
2014-04-28,Edmonton,5.65
2014-04-28,Quebec City,6.13
2014-04-28,Winnipeg,5.8
2014-04-28,Hamilton,2.96
2014-04-28,Halifax,1.54
2014-04-29,Toronto,2.56
2014-04-29,Vancouver,2.62
2014-04-29,Montreal,3.44
2014-04-29,Calgary,5.29
2014-04-29,Ottawa,1.59
2014-04-29,Edmonton,1.17
2014-04-29,Quebec City,3.91
2014-04-29,Winnipeg,4.99
2014-04-29,Hamilton,2.65
2014-04-29,Halifax,1.58
2014-04-30,Toronto,4.29
2014-04-30,Vancouver,0.83
2014-04-30,Montreal,4.25
2014-04-30,Calgary,6.5
2014-04-30,Ottawa,4.76
2014-04-30,Edmonton,4.41
2014-04-30,Quebec City,4.0
2014-04-30,Winnipeg,2.56
2014-04-30,Hamilton,5.34
2014-04-30,Halifax,6.9
2014-05-01,Toronto,3.34
2014-05-01,Vancouver,3.84
2014-05-01,Montreal,6.61
2014-05-01,Calgary,7.09
2014-05-01,Ottawa,2.38
2014-05-01,Edmonton,1.09
2014-05-01,Quebec City,3.09
2014-05-01,Winnipeg,6.53
2014-05-01,Hamilton,7.55
2014-05-01,Halifax,7.13
2014-05-02,Toronto,2.59
2014-05-02,Vancouver,4.42
2014-05-02,Montreal,6.0
2014-05-02,Calgary,6.32
2014-05-02,Ottawa,3.58
2014-05-02,Edmonton,2.7
2014-05-02,Quebec City,1.21
2014-05-02,Winnipeg,2.87
2014-05-02,Hamilton,7.67
2014-05-02,Halifax,1.57
2014-05-03,Toronto,1.56
2014-05-03,Vancouver,2.06
2014-05-03,Montreal,5.38
2014-05-03,Calgary,7.23
2014-05-03,Ottawa,6.63
2014-05-03,Edmonton,6.72
2014-05-03,Quebec City,3.93
2014-05-03,Winnipeg,3.95
2014-05-03,Hamilton,4.94
2014-05-03,Halifax,6.08
2014-05-04,Toronto,8.12
2014-05-04,Vancouver,3.95
2014-05-04,Montreal,6.8
2014-05-04,Calgary,6.96
2014-05-04,Ottawa,6.11
2014-05-04,Edmonton,7.66
2014-05-04,Quebec City,1.62
2014-05-04,Winnipeg,4.27
2014-05-04,Hamilton,5.74
2014-05-04,Halifax,5.64
2014-05-05,Toronto,1.59
2014-05-05,Vancouver,3.17
2014-05-05,Montreal,4.57
2014-05-05,Calgary,6.99
2014-05-05,Ottawa,6.72
2014-05-05,Edmonton,6.2
2014-05-05,Quebec City,6.47
2014-05-05,Winnipeg,7.26
2014-05-05,Hamilton,8.28
2014-05-05,Halifax,8.46
2014-05-06,Toronto,4.3
2014-05-06,Vancouver,2.09
2014-05-06,Montreal,2.49
2014-05-06,Calgary,8.37
2014-05-06,Ottawa,8.35
2014-05-06,Edmonton,6.35
2014-05-06,Quebec City,7.08
2014-05-06,Winnipeg,7.71
2014-05-06,Hamilton,6.55
2014-05-06,Halifax,4.25
2014-05-07,Toronto,8.02
2014-05-07,Vancouver,3.91
2014-05-07,Montreal,7.42
2014-05-07,Calgary,5.46
2014-05-07,Ottawa,4.56
2014-05-07,Edmonton,6.58
2014-05-07,Quebec City,5.84
2014-05-07,Winnipeg,7.43
2014-05-07,Hamilton,4.19
2014-05-07,Halifax,2.81
2014-05-08,Toronto,7.37
2014-05-08,Vancouver,6.2
2014-05-08,Montreal,5.5
2014-05-08,Calgary,5.79
2014-05-08,Ottawa,7.05
2014-05-08,Edmonton,3.25
2014-05-08,Quebec City,5.51
2014-05-08,Winnipeg,4.31
2014-05-08,Hamilton,6.92
2014-05-08,Halifax,7.66
2014-05-09,Toronto,7.95
2014-05-09,Vancouver,8.3
2014-05-09,Montreal,7.0
2014-05-09,Calgary,5.13
2014-05-09,Ottawa,7.83
2014-05-09,Edmonton,5.64
2014-05-09,Quebec City,3.71
2014-05-09,Winnipeg,7.07
2014-05-09,Hamilton,3.52
2014-05-09,Halifax,1.86
2014-05-10,Toronto,4.95
2014-05-10,Vancouver,6.62
2014-05-10,Montreal,4.26
2014-05-10,Calgary,6.11
2014-05-10,Ottawa,7.75
2014-05-10,Edmonton,5.89
2014-05-10,Quebec City,4.0
2014-05-10,Winnipeg,7.21
2014-05-10,Hamilton,2.35
2014-05-10,Halifax,4.2
2014-05-11,Toronto,2.73
2014-05-11,Vancouver,6.4
2014-05-11,Montreal,3.97
2014-05-11,Calgary,4.67
2014-05-11,Ottawa,5.11
2014-05-11,Edmonton,7.06
2014-05-11,Quebec City,7.25
2014-05-11,Winnipeg,6.11
2014-05-11,Hamilton,5.9
2014-05-11,Halifax,5.95
2014-05-12,Toronto,5.68
2014-05-12,Vancouver,3.1
2014-05-12,Montreal,4.91
2014-05-12,Calgary,5.76
2014-05-12,Ottawa,2.62
2014-05-12,Edmonton,6.98
2014-05-12,Quebec City,6.35
2014-05-12,Winnipeg,5.76
2014-05-12,Hamilton,2.98
2014-05-12,Halifax,5.3
2014-05-13,Toronto,6.52
2014-05-13,Vancouver,5.97
2014-05-13,Montreal,4.94
2014-05-13,Calgary,5.8
2014-05-13,Ottawa,2.74
2014-05-13,Edmonton,4.52
2014-05-13,Quebec City,4.27
2014-05-13,Winnipeg,6.24
2014-05-13,Hamilton,6.24
2014-05-13,Halifax,3.04
2014-05-14,Toronto,5.5
2014-05-14,Vancouver,4.65
2014-05-14,Montreal,6.25
2014-05-14,Calgary,6.09
2014-05-14,Ottawa,5.88
2014-05-14,Edmonton,4.04
2014-05-14,Quebec City,4.98
2014-05-14,Winnipeg,5.17
2014-05-14,Hamilton,5.41
2014-05-14,Halifax,5.43
2014-05-15,Toronto,5.36
2014-05-15,Vancouver,3.36
2014-05-15,Montreal,4.79
2014-05-15,Calgary,4.02
2014-05-15,Ottawa,4.52
2014-05-15,Edmonton,4.25
2014-05-15,Quebec City,4.41
2014-05-15,Winnipeg,6.08
2014-05-15,Hamilton,5.58
2014-05-15,Halifax,5.68
2014-05-16,Toronto,5.86
2014-05-16,Vancouver,4.95
2014-05-16,Montreal,4.93
2014-05-16,Calgary,4.67
2014-05-16,Ottawa,4.76
2014-05-16,Edmonton,4.74
2014-05-16,Quebec City,3.65
2014-05-16,Winnipeg,3.8
2014-05-16,Hamilton,4.69
2014-05-16,Halifax,5.11
2014-05-17,Toronto,5.09
2014-05-17,Vancouver,4.93
2014-05-17,Montreal,4.82
2014-05-17,Calgary,4.67
2014-05-17,Ottawa,4.54
2014-05-17,Edmonton,3.57
2014-05-17,Quebec City,3.01
2014-05-17,Winnipeg,2.17
2014-05-17,Hamilton,4.86
2014-05-17,Halifax,4.97
2014-05-18,Toronto,4.9
2014-05-18,Vancouver,4.57
2014-05-18,Montreal,2.23
2014-05-18,Calgary,4.6
2014-05-18,Ottawa,2.03
2014-05-18,Edmonton,2.2
2014-05-18,Quebec City,3.19
2014-05-18,Winnipeg,2.7
2014-05-18,Hamilton,3.9
2014-05-18,Halifax,0.88
2014-05-19,Toronto,1.4
2014-05-19,Vancouver,1.47
2014-05-19,Montreal,1.38
2014-05-19,Calgary,1.34
2014-05-19,Ottawa,3.36
2014-05-19,Edmonton,3.77
2014-05-19,Quebec City,4.03
2014-05-19,Winnipeg,3.68
2014-05-19,Hamilton,3.88
2014-05-19,Halifax,2.8
2014-05-20,Toronto,3.37
2014-05-20,Vancouver,1.64
2014-05-20,Montreal,2.36
2014-05-20,Calgary,2.55
2014-05-20,Ottawa,2.68
2014-05-20,Edmonton,2.54
2014-05-20,Quebec City,0.63
2014-05-20,Winnipeg,0.84
2014-05-20,Hamilton,1.59
2014-05-20,Halifax,2.07
2014-05-21,Toronto,0.96
2014-05-21,Vancouver,0.64
2014-05-21,Montreal,2.51
2014-05-21,Calgary,1.41
2014-05-21,Ottawa,0.64
2014-05-21,Edmonton,1.86
2014-05-21,Quebec City,2.32
2014-05-21,Winnipeg,3.01
2014-05-21,Hamilton,1.34
2014-05-21,Halifax,2.82
2014-05-22,Toronto,2.06
2014-05-22,Vancouver,0.95
2014-05-22,Montreal,0.82
2014-05-22,Calgary,1.25
2014-05-22,Ottawa,1.1
2014-05-22,Edmonton,1.07
2014-05-22,Quebec City,2.19
2014-05-22,Winnipeg,0.5
2014-05-22,Hamilton,1.37
2014-05-22,Halifax,1.48
2014-05-23,Toronto,2.26
2014-05-23,Vancouver,1.47
2014-05-23,Montreal,1.01
2014-05-23,Calgary,2.22
2014-05-23,Ottawa,0.91
2014-05-23,Edmonton,0.84
2014-05-23,Quebec City,2.2
2014-05-23,Winnipeg,2.3
2014-05-23,Hamilton,1.72
2014-05-23,Halifax,0.6
2014-05-24,Toronto,1.98
2014-05-24,Vancouver,1.56
2014-05-24,Montreal,1.98
2014-05-24,Calgary,1.55
2014-05-24,Ottawa,0.6
2014-05-24,Edmonton,2.1
2014-05-24,Quebec City,1.68
2014-05-24,Winnipeg,1.34
2014-05-24,Hamilton,1.31
2014-05-24,Halifax,0.87
2014-05-25,Toronto,0.96
2014-05-25,Vancouver,1.17
2014-05-25,Montreal,1.7
2014-05-25,Calgary,1.8
2014-05-25,Ottawa,0.69
2014-05-25,Edmonton,1.12
2014-05-25,Quebec City,0.96
2014-05-25,Winnipeg,0.47
2014-05-25,Hamilton,1.12
2014-05-25,Halifax,1.12
2014-05-26,Toronto,0.99
2014-05-26,Vancouver,0.38
2014-05-26,Montreal,0.41
2014-05-26,Calgary,1.14
2014-05-26,Ottawa,1.7
2014-05-26,Edmonton,1.68
2014-05-26,Quebec City,1.58
2014-05-26,Winnipeg,1.56
2014-05-26,Hamilton,1.16
2014-05-26,Halifax,1.18
2014-05-27,Toronto,1.64
2014-05-27,Vancouver,1.63
2014-05-27,Montreal,1.12
2014-05-27,Calgary,1.08
2014-05-27,Ottawa,2.04
2014-05-27,Edmonton,1.68
2014-05-27,Quebec City,1.8
2014-05-27,Winnipeg,0.69
2014-05-27,Hamilton,0.59
2014-05-27,Halifax,0.72
2014-05-28,Toronto,1.54
2014-05-28,Vancouver,0.82
2014-05-28,Montreal,0.62
2014-05-28,Calgary,2.26
2014-05-28,Ottawa,1.93
2014-05-28,Edmonton,1.02
2014-05-28,Quebec City,1.55
2014-05-28,Winnipeg,2.19
2014-05-28,Hamilton,0.81
2014-05-28,Halifax,2.28
2014-05-29,Toronto,1.85
2014-05-29,Vancouver,1.34
2014-05-29,Montreal,0.62
2014-05-29,Calgary,1.34
2014-05-29,Ottawa,2.52
2014-05-29,Edmonton,2.23
2014-05-29,Quebec City,2.51
2014-05-29,Winnipeg,1.01
2014-05-29,Hamilton,2.27
2014-05-29,Halifax,1.07
2014-05-30,Toronto,2.41
2014-05-30,Vancouver,1.08
2014-05-30,Montreal,1.9
2014-05-30,Calgary,2.55
2014-05-30,Ottawa,1.93
2014-05-30,Edmonton,0.89
2014-05-30,Quebec City,2.2
2014-05-30,Winnipeg,2.26
2014-05-30,Hamilton,1.49
2014-05-30,Halifax,1.96
2014-05-31,Toronto,1.33
2014-05-31,Vancouver,0.81
2014-05-31,Montreal,0.79
2014-05-31,Calgary,2.63
2014-05-31,Ottawa,2.4
2014-05-31,Edmonton,3.33
2014-05-31,Quebec City,1.25
2014-05-31,Winnipeg,3.18
2014-05-31,Hamilton,1.58
2014-05-31,Halifax,2.68
2014-06-01,Toronto,0.88
2014-06-01,Vancouver,0.93
2014-06-01,Montreal,1.67
2014-06-01,Calgary,1.8
2014-06-01,Ottawa,0.87
2014-06-01,Edmonton,2.11
2014-06-01,Quebec City,3.75
2014-06-01,Winnipeg,4.42
2014-06-01,Hamilton,4.31
2014-06-01,Halifax,3.53
2014-06-02,Toronto,1.51
2014-06-02,Vancouver,3.14
2014-06-02,Montreal,4.5
2014-06-02,Calgary,4.67
2014-06-02,Ottawa,4.01
2014-06-02,Edmonton,1.22
2014-06-02,Quebec City,1.5
2014-06-02,Winnipeg,2.19
2014-06-02,Hamilton,2.5
2014-06-02,Halifax,2.8
2014-06-03,Toronto,3.56
2014-06-03,Vancouver,2.38
2014-06-03,Montreal,3.09
2014-06-03,Calgary,2.46
2014-06-03,Ottawa,3.49
2014-06-03,Edmonton,4.59
2014-06-03,Quebec City,5.44
2014-06-03,Winnipeg,5.15
2014-06-03,Hamilton,5.69
2014-06-03,Halifax,5.72
2014-06-04,Toronto,4.6
2014-06-04,Vancouver,4.98
2014-06-04,Montreal,5.77
2014-06-04,Calgary,6.01
2014-06-04,Ottawa,5.97
2014-06-04,Edmonton,6.06
2014-06-04,Quebec City,0.91
2014-06-04,Winnipeg,3.44
2014-06-04,Hamilton,1.19
2014-06-04,Halifax,4.1
2014-06-05,Toronto,3.94
2014-06-05,Vancouver,5.48
2014-06-05,Montreal,6.31
2014-06-05,Calgary,1.53
2014-06-05,Ottawa,3.37
2014-06-05,Edmonton,4.62
2014-06-05,Quebec City,2.24
2014-06-05,Winnipeg,4.0
2014-06-05,Hamilton,4.75
2014-06-05,Halifax,4.72
2014-06-06,Toronto,4.54
2014-06-06,Vancouver,2.58
2014-06-06,Montreal,2.6
2014-06-06,Calgary,1.71
2014-06-06,Ottawa,0.98
2014-06-06,Edmonton,1.25
2014-06-06,Quebec City,1.98
2014-06-06,Winnipeg,3.4
2014-06-06,Hamilton,2.34
2014-06-06,Halifax,3.67
2014-06-07,Toronto,7.28
2014-06-07,Vancouver,6.64
2014-06-07,Montreal,7.5
2014-06-07,Calgary,7.36
2014-06-07,Ottawa,3.08
2014-06-07,Edmonton,1.87
2014-06-07,Quebec City,7.28
2014-06-07,Winnipeg,5.76
2014-06-07,Hamilton,2.2
2014-06-07,Halifax,7.38
2014-06-08,Toronto,7.33
2014-06-08,Vancouver,6.45
2014-06-08,Montreal,5.58
2014-06-08,Calgary,2.37
2014-06-08,Ottawa,4.46
2014-06-08,Edmonton,6.05
2014-06-08,Quebec City,4.1
2014-06-08,Winnipeg,7.68
2014-06-08,Hamilton,7.49
2014-06-08,Halifax,7.08
2014-06-09,Toronto,4.58
2014-06-09,Vancouver,5.73
2014-06-09,Montreal,5.1
2014-06-09,Calgary,7.37
2014-06-09,Ottawa,6.0
2014-06-09,Edmonton,3.52
2014-06-09,Quebec City,7.47
2014-06-09,Winnipeg,7.74
2014-06-09,Hamilton,7.52
2014-06-09,Halifax,2.93
2014-06-10,Toronto,5.8
2014-06-10,Vancouver,7.0
2014-06-10,Montreal,2.7
2014-06-10,Calgary,7.84
2014-06-10,Ottawa,7.53
2014-06-10,Edmonton,7.76
2014-06-10,Quebec City,5.1
2014-06-10,Winnipeg,7.23
2014-06-10,Hamilton,7.61
2014-06-10,Halifax,7.96
2014-06-11,Toronto,7.49
2014-06-11,Vancouver,5.3
2014-06-11,Montreal,5.41
2014-06-11,Calgary,5.86
2014-06-11,Ottawa,3.55
2014-06-11,Edmonton,5.6
2014-06-11,Quebec City,4.72
2014-06-11,Winnipeg,3.89
2014-06-11,Hamilton,5.9
2014-06-11,Halifax,7.52
2014-06-12,Toronto,4.15
2014-06-12,Vancouver,6.64
2014-06-12,Montreal,7.94
2014-06-12,Calgary,7.95
2014-06-12,Ottawa,4.78
2014-06-12,Edmonton,8.6
2014-06-12,Quebec City,8.28
2014-06-12,Winnipeg,6.71
2014-06-12,Hamilton,7.42
2014-06-12,Halifax,4.5
2014-06-13,Toronto,7.73
2014-06-13,Vancouver,5.32
2014-06-13,Montreal,7.96
2014-06-13,Calgary,4.95
2014-06-13,Ottawa,2.34
2014-06-13,Edmonton,2.12
2014-06-13,Quebec City,8.69
2014-06-13,Winnipeg,7.82
2014-06-13,Hamilton,2.27
2014-06-13,Halifax,7.15
2014-06-14,Toronto,8.05
2014-06-14,Vancouver,7.28
2014-06-14,Montreal,8.14
2014-06-14,Calgary,6.51
2014-06-14,Ottawa,8.41
2014-06-14,Edmonton,7.9
2014-06-14,Quebec City,6.11
2014-06-14,Winnipeg,8.73
2014-06-14,Hamilton,8.42
2014-06-14,Halifax,8.14
2014-06-15,Toronto,8.36
2014-06-15,Vancouver,7.86
2014-06-15,Montreal,7.69
2014-06-15,Calgary,7.42
2014-06-15,Ottawa,6.34
2014-06-15,Edmonton,3.11
2014-06-15,Quebec City,7.18
2014-06-15,Winnipeg,5.12
2014-06-15,Hamilton,7.79
2014-06-15,Halifax,7.8
2014-06-16,Toronto,8.11
2014-06-16,Vancouver,7.18
2014-06-16,Montreal,4.19
2014-06-16,Calgary,2.34
2014-06-16,Ottawa,4.26
2014-06-16,Edmonton,5.18
2014-06-16,Quebec City,5.8
2014-06-16,Winnipeg,5.49
2014-06-16,Hamilton,6.53
2014-06-16,Halifax,4.93
2014-06-17,Toronto,5.77
2014-06-17,Vancouver,5.23
2014-06-17,Montreal,5.22
