Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh)
2014-01-28,Ottawa,17.24,20.08,15.07,0.03,3.72,5.74,2.47,0.00015015200000000002
2014-01-28,Edmonton,18.15,22.22,15.37,5.32,6.87,9.86,4.92,0.000125
2014-01-28,Quebec City,11.86,15.06,9.62,4.87,8.38,10.94,4.77,0.000149058
2014-01-28,Winnipeg,11.07,12.91,8.74,1.24,8.62,9.72,7.55,0.00015125
2014-01-28,Hamilton,14.64,17.04,12.58,2.67,7.42,9.31,5.41,0.00017880200000000001
2014-01-28,Halifax,15.12,17.39,13.54,4.83,7.24,9.61,3.99,0.00018849799999999997
2014-01-29,Toronto,12.41,14.02,9.98,1.78,8.89,13.14,6.4,0.00016473800000000005
2014-01-29,Vancouver,11.1,14.41,8.86,0.06,7.12,9.61,4.78,0.00032805
2014-01-29,Montreal,10.55,13.67,7.91,0.03,4.04,4.85,3.16,0.00028125
2014-01-29,Calgary,10.05,13.28,7.36,0.44,3.7,5.1,2.06,0.000316808
2014-01-29,Ottawa,10.49,12.63,8.6,0.36,3.64,6.04,1.25,0.000406802
2014-01-29,Edmonton,14.21,17.25,10.61,1.37,4.16,5.44,3.06,3.3282000000000004e-05
2014-01-29,Quebec City,17.79,21.04,14.88,1.7,6.48,7.39,4.57,7.9202e-05
2014-01-29,Winnipeg,15.26,16.95,13.63,3.82,3.23,4.86,1.71,2.2472000000000004e-05
2014-01-29,Hamilton,14.48,17.1,12.73,2.67,4.17,5.56,2.81,0.000107648
2014-01-29,Halifax,13.88,15.74,12.05,0.98,6.81,8.73,4.87,4.3808000000000005e-05
2014-01-30,Toronto,10.04,12.4,6.54,1.51,7.99,9.49,6.69,5.7122e-05
2014-01-30,Vancouver,7.05,10.4,3.85,0.88,4.54,7.14,3.03,0.000182408
2014-01-30,Montreal,9.97,11.78,7.25,4.18,4.7,6.45,3.24,2.9282e-05
2014-01-30,Calgary,9.22,10.96,7.69,5.1,5.89,8.52,2.95,7.688e-06
2014-01-30,Ottawa,8.46,11.69,5.43,3.21,5.54,7.32,3.2,0.00016245000000000002
2014-01-30,Edmonton,9.84,13.79,7.22,0.8,5.54,6.46,4.28,0.00029032200000000003
2014-01-30,Quebec City,9.07,12.95,5.07,0.0,4.07,6.36,2.93,0.00023119999999999995
2014-01-30,Winnipeg,11.55,14.63,9.63,1.46,6.78,10.35,3.93,6.6248e-05
2014-01-30,Hamilton,9.6,11.95,7.55,0.36,6.61,7.99,4.43,3.9200000000000004e-05
2014-01-30,Halifax,9.3,12.01,5.83,0.64,3.38,4.87,1.19,0.00015904799999999999
2014-01-31,Toronto,13.52,17.53,10.25,4.95,6.09,9.88,3.32,4.9298e-05
2014-01-31,Vancouver,9.4,11.83,6.68,0.77,6.63,8.27,5.5,6.6248e-05
2014-01-31,Montreal,7.61,10.03,5.0,0.9,3.07,5.41,0.26,7.683200000000001e-05
2014-01-31,Calgary,6.91,7.89,4.66,5.89,4.19,9.94,0.92,1.2168e-05
2014-01-31,Ottawa,3.92,5.01,2.15,1.58,9.06,10.0,7.59,2.7378000000000005e-05
2014-01-31,Edmonton,3.57,7.5,0.88,1.28,6.5,8.71,4.8,0.00023529800000000005
2014-01-31,Quebec City,7.59,11.69,3.09,1.62,6.31,8.13,4.69,0.00010488200000000002
2014-01-31,Winnipeg,10.44,11.93,8.66,3.44,7.76,9.18,4.23,6.728e-06
2014-01-31,Hamilton,8.14,9.99,6.23,0.99,6.56,10.81,0.97,6.919200000000001e-05
2014-01-31,Halifax,7.11,8.46,5.35,3.96,3.45,4.38,1.19,2.5537999999999995e-05
2014-02-01,Toronto,3.36,5.25,1.51,2.7,6.83,10.15,1.92,8.160800000000001e-05
2014-02-01,Vancouver,4.85,7.19,1.71,1.59,7.06,10.18,1.92,9.522000000000001e-06
2014-02-01,Montreal,5.15,7.66,2.18,0.94,6.66,9.17,4.48,5.1200000000000004e-05
2014-02-01,Calgary,7.7,10.45,4.62,0.25,3.97,7.15,0.28,7.2962e-05
2014-02-01,Ottawa,10.81,13.45,8.37,0.4,6.52,8.72,5.37,0.000147968
2014-02-01,Edmonton,4.3,7.99,2.21,0.39,9.2,10.75,7.29,2.5088000000000008e-05
2014-02-01,Quebec City,1.62,2.39,0.39,0.22,6.52,7.75,5.53,3.0752e-05
2014-02-01,Winnipeg,0.88,2.74,-0.4,0.5,6.48,8.32,4.59,7.840799999999999e-05
2014-02-01,Hamilton,1.16,2.92,-0.41,0.12,5.66,8.03,3.86,8.9042e-05
2014-02-01,Halifax,1.6,2.81,0.55,1.58,5.42,6.67,1.95,1.1858e-05
2014-02-02,Toronto,0.92,2.45,-2.54,4.85,5.55,12.42,1.61,1.0952000000000001e-05
2014-02-02,Vancouver,-3.7,-2.91,-4.69,0.7,14.87,16.14,12.67,0.000117128
2014-02-02,Montreal,-2.04,1.7,-4.47,1.44,10.41,13.64,8.49,2.5537999999999995e-05
2014-02-02,Calgary,-1.81,-0.8,-2.83,1.3,11.69,13.22,10.05,7.3728e-05
2014-02-02,Ottawa,-2.04,-0.42,-3.02,1.37,7.5,10.69,5.03,6.845000000000001e-05
2014-02-02,Edmonton,3.16,6.29,-1.17,2.48,9.95,10.92,7.18,3.2000000000000003e-06
2014-02-02,Quebec City,6.35,7.44,5.11,1.59,5.65,10.22,3.8,1.3122000000000004e-05
2014-02-02,Winnipeg,9.67,14.01,5.04,12.75,13.59,19.11,6.91,2.0808000000000008e-05
2014-02-02,Hamilton,2.94,4.81,1.0,2.63,11.07,14.76,5.87,5.618000000000001e-06
2014-02-02,Halifax,1.17,2.2,0.11,0.79,4.1,5.51,1.44,5.202000000000002e-06
2014-02-03,Toronto,0.38,1.75,-0.6,1.94,3.9,9.11,1.98,3.9200000000000004e-05
2014-02-03,Vancouver,-2.01,-1.03,-3.0,1.36,6.11,8.95,3.2,2.8322e-05
2014-02-03,Montreal,2.76,6.15,-2.03,0.24,6.31,10.29,2.97,3.6450000000000005e-05
2014-02-03,Calgary,8.0,10.08,4.69,1.08,8.69,10.66,6.16,1.5842e-05
2014-02-03,Ottawa,0.59,3.8,-3.53,0.9,7.1,9.34,5.78,5.7122e-05
2014-02-03,Edmonton,-0.73,3.3,-4.09,0.41,6.56,8.83,4.98,2.6912e-05
2014-02-03,Quebec City,2.28,3.36,0.73,0.61,9.17,12.03,6.79,1.0368e-05
2014-02-03,Winnipeg,-0.44,0.39,-1.13,0.39,4.57,9.76,0.81,8.160800000000001e-05
2014-02-03,Hamilton,2.41,3.83,-0.15,0.26,3.89,5.55,1.22,2.88e-05
2014-02-03,Halifax,2.43,4.19,-0.27,2.09,5.42,7.75,0.85,3.7538000000000005e-05
2014-02-04,Toronto,-1.58,-0.39,-2.96,0.25,6.18,7.8,4.59,0.00010215199999999998
2014-02-04,Vancouver,2.04,3.84,-0.28,0.76,6.61,7.71,5.57,3.4848e-05
2014-02-04,Montreal,3.82,5.82,1.99,2.32,4.23,7.65,0.52,1.1249999999999999e-05
2014-02-04,Calgary,-0.47,1.56,-1.71,2.25,9.26,10.34,8.21,4.5602e-05
2014-02-04,Ottawa,-1.18,-0.27,-2.13,7.47,8.05,9.33,5.46,2.048000000000001e-06
2014-02-04,Edmonton,0.02,2.53,-1.86,1.71,5.52,6.58,4.59,4.4999999999999996e-05
2014-02-04,Quebec City,1.62,2.83,0.31,0.2,5.61,6.74,4.54,8.449999999999999e-06
2014-02-04,Winnipeg,3.0,4.69,2.27,0.19,4.03,5.09,2.64,1.2800000000000001e-05
2014-02-04,Hamilton,3.45,4.92,2.35,0.14,2.55,4.65,0.41,1.5488e-05
2014-02-04,Halifax,3.5,4.96,2.5,3.42,4.64,6.85,2.16,5.000000000000001e-06
2014-02-05,Toronto,2.64,3.87,0.52,3.85,8.73,10.48,5.92,1.3122000000000004e-05
2014-02-05,Vancouver,0.1,1.45,-2.11,1.27,6.28,8.4,4.76,1.2800000000000001e-05
2014-02-05,Montreal,-2.03,-0.03,-4.05,0.16,4.87,5.89,3.39,4.0897999999999994e-05
2014-02-05,Calgary,-1.37,-0.18,-2.48,0.72,1.52,3.71,0.12,7.840799999999999e-05
2014-02-05,Ottawa,0.32,1.27,-0.44,0.86,1.46,3.42,0.41,5.4449999999999995e-05
2014-02-05,Edmonton,1.06,2.8,-0.46,0.05,4.82,5.64,3.54,5.3138e-05
2014-02-05,Quebec City,4.3,5.84,2.3,0.49,3.75,6.2,2.2,1.2482000000000002e-05
2014-02-05,Winnipeg,6.59,8.99,5.53,5.36,4.47,17.19,2.06,2.312e-06
2014-02-05,Hamilton,3.75,5.42,2.04,0.93,11.5,16.77,7.44,1.4792e-05
2014-02-05,Halifax,3.37,6.24,1.37,0.07,6.14,7.66,4.99,5.4449999999999995e-05
2014-02-06,Toronto,5.16,7.58,2.2,1.6,6.37,10.89,3.27,3.4322000000000015e-05
2014-02-06,Vancouver,2.32,5.89,0.1,1.68,6.21,8.75,5.07,2.3762000000000004e-05
2014-02-06,Montreal,-1.32,-0.05,-1.93,0.1,4.89,6.53,3.17,2.205000000000001e-05
2014-02-06,Calgary,-3.37,-1.98,-4.46,0.05,5.86,9.23,2.04,3.2258e-05
2014-02-06,Ottawa,-5.06,-4.34,-5.68,0.24,10.47,12.64,9.13,6.265800000000001e-05
2014-02-06,Edmonton,-3.17,-1.25,-5.66,0.17,12.78,14.11,11.36,1.0952000000000001e-05
2014-02-06,Quebec City,-1.8,-0.48,-3.05,0.43,6.64,10.9,0.77,6.7712e-05
2014-02-06,Winnipeg,0.26,2.69,-2.49,7.8,5.92,8.32,1.69,3.362e-06
2014-02-06,Hamilton,2.23,3.83,-3.63,14.45,7.32,13.28,1.81,1.0368e-05
2014-02-06,Halifax,-7.99,-4.34,-10.25,3.24,11.09,13.08,7.51,5.1200000000000004e-05
2014-02-07,Toronto,-8.08,-6.82,-9.88,0.48,7.76,12.3,4.52,4.2050000000000006e-05
2014-02-07,Vancouver,-11.49,-7.59,-13.71,0.54,10.68,12.89,6.81,4.8672e-05
2014-02-07,Montreal,-9.29,-6.89,-11.53,0.78,12.83,14.05,9.74,2.8322e-05
2014-02-07,Calgary,-7.1,-5.3,-10.3,1.07,12.54,14.04,11.15,5.2488000000000017e-05
2014-02-07,Ottawa,-9.63,-7.8,-11.63,0.27,11.43,12.6,9.39,6.265800000000001e-05
2014-02-07,Edmonton,-2.96,-0.64,-7.4,0.26,7.3,8.93,5.74,3.9761999999999996e-05
2014-02-07,Quebec City,-2.92,-0.6,-11.44,1.88,7.06,10.19,4.54,1.3778000000000003e-05
2014-02-07,Winnipeg,-12.71,-10.31,-16.21,0.98,4.82,8.25,3.3,8.4872e-05
2014-02-07,Hamilton,-7.44,-4.7,-10.5,0.01,3.48,4.85,2.51,9.159200000000001e-05
2014-02-07,Halifax,-5.46,-1.89,-9.27,0.41,8.73,12.31,4.48,5.3138e-05
2014-02-08,Toronto,-6.31,-1.72,-10.46,0.3,7.75,11.43,2.5,0.00010488200000000002
2014-02-08,Vancouver,-4.02,3.43,-10.51,0.3,6.61,11.39,0.69,4.1472e-05
2014-02-08,Montreal,2.55,3.69,0.13,2.31,8.0,12.58,4.92,1.7298000000000003e-05
2014-02-08,Calgary,-3.1,-0.34,-6.41,0.49,7.0,8.71,4.34,5.779999999999999e-05
2014-02-08,Ottawa,-7.07,-5.95,-8.24,0.05,3.18,4.2,2.02,0.00012600199999999998
2014-02-08,Edmonton,-4.57,-2.55,-7.16,0.27,4.24,5.77,2.38,4.4999999999999996e-05
2014-02-08,Quebec City,-4.24,-1.07,-7.02,0.56,3.89,5.67,2.85,0.00013209799999999995
2014-02-08,Winnipeg,-2.26,0.08,-4.17,1.31,8.81,11.07,6.19,0.00012600199999999998
2014-02-08,Hamilton,-1.61,0.85,-5.13,1.13,6.53,8.53,5.41,8.192000000000004e-06
2014-02-08,Halifax,-7.54,-1.13,-9.98,0.13,6.09,9.71,2.98,0.00016359199999999997
2014-02-09,Toronto,-6.32,-5.54,-6.93,1.29,8.96,9.81,6.55,6.48e-05
2014-02-09,Vancouver,-7.25,-5.65,-8.74,0.83,6.24,8.26,4.84,0.00010215199999999998
2014-02-09,Montreal,-7.27,-4.34,-10.43,0.06,3.98,5.72,1.49,0.00016820000000000002
2014-02-09,Calgary,-1.31,1.2,-5.03,2.91,6.74,8.83,4.69,1.682e-06
2014-02-09,Ottawa,-8.35,-1.12,-12.9,1.23,9.48,12.17,5.81,0.000139392
2014-02-09,Edmonton,-7.44,-3.33,-12.96,0.15,5.33,7.55,3.08,6.6248e-05
2014-02-09,Quebec City,-6.83,-3.51,-9.23,2.55,8.52,14.01,5.75,1.0368e-05
2014-02-09,Winnipeg,-11.74,-9.42,-13.88,6.0,10.2,14.44,5.32,5.4449999999999995e-05
2014-02-09,Hamilton,-8.19,-4.28,-13.68,0.51,8.28,10.37,5.17,7.9202e-05
2014-02-09,Halifax,-2.58,0.23,-6.03,2.26,7.14,8.46,6.05,4.418e-06
2014-02-10,Toronto,-10.78,-6.81,-12.46,2.76,6.84,9.1,3.29,0.00017405000000000003
2014-02-10,Vancouver,-6.39,-3.76,-9.85,2.22,9.42,12.76,6.76,9.417799999999999e-05
2014-02-10,Montreal,-2.84,-0.99,-4.73,3.2,4.37,9.16,1.9,9.248e-06
2014-02-10,Calgary,-7.27,-4.96,-9.02,2.23,9.49,10.15,8.93,2.8880000000000006e-06
2014-02-10,Ottawa,-8.58,-7.61,-9.62,3.25,6.5,10.18,3.5,2.5088000000000008e-05
2014-02-10,Edmonton,-7.52,-5.58,-9.28,0.98,3.74,4.86,2.6,8.7362e-05
2014-02-10,Quebec City,-3.93,-1.86,-6.35,0.74,5.82,7.2,4.41,2.9767999999999997e-05
2014-02-10,Winnipeg,-11.16,-3.99,-16.7,1.46,8.61,10.77,6.13,0.00019971200000000003
2014-02-10,Hamilton,-15.46,-8.45,-21.45,1.28,5.77,9.42,3.16,0.00013312800000000002
2014-02-10,Halifax,-9.14,-5.41,-15.66,1.24,9.63,13.71,6.24,5.056200000000001e-05
2014-02-11,Toronto,-19.71,-16.71,-22.34,0.34,9.66,14.28,5.96,0.00011809800000000002
2014-02-11,Vancouver,-18.39,-14.2,-22.56,0.13,2.94,5.67,1.34,0.000195938
2014-02-11,Montreal,-11.08,-9.15,-13.84,0.14,4.01,6.93,1.21,0.00012700800000000001
2014-02-11,Calgary,-8.78,-7.76,-10.84,0.5,4.61,8.98,2.84,7.761799999999999e-05
2014-02-11,Ottawa,-16.15,-11.42,-19.32,0.63,8.93,10.47,7.65,0.000193442
2014-02-11,Edmonton,-18.02,-14.76,-21.5,0.1,6.36,8.01,4.4,0.00016936200000000002
2014-02-11,Quebec City,-8.85,-5.54,-14.14,2.75,3.25,5.44,0.98,1.3448e-05
2014-02-11,Winnipeg,-9.62,-3.93,-13.84,1.17,4.96,8.99,1.89,6.3368e-05
2014-02-11,Hamilton,-16.76,-14.42,-19.16,0.06,6.91,8.77,5.6,0.00014580000000000002
2014-02-11,Halifax,-11.04,-6.85,-17.56,0.56,10.64,13.05,6.86,0.00013728800000000006
2014-02-12,Toronto,-10.36,-5.86,-14.64,0.6,7.24,10.46,3.18,0.00024081800000000004
2014-02-12,Vancouver,-12.27,-10.32,-14.79,0.36,4.29,6.8,3.13,0.000149058
2014-02-12,Montreal,-14.33,-10.17,-18.32,0.56,4.78,6.06,3.31,0.00027380000000000004
2014-02-12,Calgary,-12.93,-7.54,-17.61,0.04,4.3,5.28,2.23,0.000229842
2014-02-12,Ottawa,-7.22,-4.38,-11.19,0.2,2.43,4.83,1.55,5.848200000000001e-05
2014-02-12,Edmonton,-6.61,-3.24,-11.93,0.32,6.97,10.54,3.22,0.00015904799999999999
2014-02-12,Quebec City,-6.59,1.17,-13.07,1.15,5.23,10.47,2.22,6.272000000000002e-06
2014-02-12,Winnipeg,-2.71,0.22,-7.45,1.36,6.31,8.71,4.76,8.820000000000004e-05
2014-02-12,Hamilton,-12.02,-8.33,-15.48,0.11,5.42,9.01,3.85,0.00021779999999999998
2014-02-12,Halifax,-11.93,-6.65,-18.78,0.04,6.33,9.18,4.13,0.0002782580000000001
2014-02-13,Toronto,-4.47,-1.34,-7.17,0.14,6.22,8.88,3.22,8.988800000000002e-05
2014-02-13,Vancouver,-3.12,0.08,-6.83,0.08,5.25,8.11,2.35,0.000272322
2014-02-13,Montreal,-1.08,2.18,-4.29,0.03,4.81,7.64,1.77,0.0004665780000000001
2014-02-13,Calgary,-0.12,3.19,-3.9,0.0,4.18,7.99,1.91,6.697800000000001e-05
2014-02-13,Ottawa,1.37,4.42,-0.84,0.51,5.91,8.24,3.82,0.0004665780000000001
2014-02-13,Edmonton,-1.01,2.28,-4.39,0.12,3.17,6.03,0.21,0.0005304500000000001
2014-02-13,Quebec City,0.68,4.0,-2.29,0.15,4.88,6.76,3.36,0.0003057620000000001
2014-02-13,Winnipeg,2.61,3.65,0.38,1.86,5.88,8.48,4.55,4.992800000000001e-05
2014-02-13,Hamilton,1.04,3.97,-0.86,0.13,6.18,8.98,1.64,0.00026791200000000003
2014-02-13,Halifax,2.32,6.52,-1.74,0.6,4.23,5.02,1.99,0.000141512
2014-02-14,Toronto,0.45,3.54,-4.04,1.63,8.77,12.03,1.9,0.000542882
2014-02-14,Vancouver,-3.37,0.39,-5.86,0.04,5.91,8.07,3.31,0.00045696800000000003
2014-02-14,Montreal,-3.06,-0.23,-6.37,0.39,2.5,4.07,0.31,0.0006094080000000001
2014-02-14,Calgary,1.21,5.13,-2.41,1.45,3.72,5.57,1.73,0.000516128
2014-02-14,Ottawa,0.29,4.63,-5.1,3.34,8.24,11.69,5.62,0.00025063200000000004
2014-02-14,Edmonton,-5.69,-2.47,-8.05,1.06,6.16,9.15,4.05,0.000670482
2014-02-14,Quebec City,-7.3,-4.09,-11.25,0.28,3.28,6.18,0.76,0.0007176020000000003
2014-02-14,Winnipeg,-4.39,-0.85,-8.33,0.04,2.68,4.03,1.84,0.0007393280000000001
2014-02-14,Hamilton,0.27,5.17,-4.88,3.64,6.01,9.73,3.8,2.205000000000001e-05
2014-02-14,Halifax,1.36,2.77,-0.17,3.06,3.26,5.87,0.79,4.992800000000001e-05
2014-02-15,Toronto,-2.72,-0.54,-6.21,1.9,6.4,8.19,4.73,0.0002592
2014-02-15,Vancouver,-5.67,-1.23,-9.58,0.63,5.99,7.4,4.69,0.0008192000000000001
2014-02-15,Montreal,-2.13,2.56,-8.53,0.77,6.67,11.33,4.47,0.000758912
2014-02-15,Calgary,2.12,4.66,-2.01,0.86,8.44,13.12,4.63,0.00022044800000000004
2014-02-15,Ottawa,0.02,4.65,-2.69,1.11,3.12,5.27,1.03,0.0004399220000000001
2014-02-15,Edmonton,0.66,5.08,-2.39,0.39,2.58,4.31,1.34,0.0007539919999999999
2014-02-15,Quebec City,5.33,9.85,0.55,3.23,6.19,9.1,3.17,0.000262088
2014-02-15,Winnipeg,4.48,11.06,1.28,3.53,4.43,6.01,2.32,0.0002693780000000001
2014-02-15,Hamilton,0.77,3.76,-2.16,1.68,5.92,7.82,3.52,0.000578888
2014-02-15,Halifax,0.09,2.85,-2.4,0.43,1.84,4.47,0.29,0.000129032
2014-02-16,Toronto,2.18,5.39,-0.23,0.22,3.95,5.43,2.36,0.000397832
2014-02-16,Vancouver,2.04,4.44,0.1,0.05,6.07,8.46,4.09,0.000263538
2014-02-16,Montreal,1.54,2.93,0.37,10.75,8.2,11.06,5.3,1.0081999999999998e-05
2014-02-16,Calgary,4.51,9.97,0.94,9.37,5.68,10.18,3.49,3.4848e-05
2014-02-16,Ottawa,7.97,11.13,2.17,4.1,10.35,15.56,6.51,0.00018849799999999997
2014-02-16,Edmonton,3.04,6.65,-0.51,0.39,5.29,6.89,3.09,0.0005060180000000001
2014-02-16,Quebec City,5.86,11.01,-0.39,0.12,4.01,4.87,2.88,0.0008924479999999999
2014-02-16,Winnipeg,8.33,14.0,4.24,2.78,5.54,10.72,2.32,0.0005140979999999999
2014-02-16,Hamilton,7.34,11.92,3.29,1.1,4.02,6.17,2.29,0.0007344719999999999
2014-02-16,Halifax,6.69,11.76,1.04,0.01,3.55,5.63,2.18,0.0009940499999999998
2014-02-17,Toronto,6.8,12.58,1.55,0.79,3.61,4.27,2.61,0.0005810419999999999
2014-02-17,Vancouver,10.25,16.52,5.23,1.76,3.03,4.59,1.44,0.0007712820000000001
2014-02-17,Montreal,8.4,11.56,4.82,0.1,4.91,7.66,1.03,0.000960498
2014-02-17,Calgary,5.3,7.24,2.48,1.54,8.17,10.31,6.63,0.000746642
2014-02-17,Ottawa,8.91,13.57,5.79,13.74,7.5,9.54,4.86,0.000113288
2014-02-17,Edmonton,5.74,8.62,3.61,3.26,7.46,12.38,3.77,0.00041952800000000007
2014-02-17,Quebec City,3.91,5.64,1.4,0.68,6.75,8.2,4.96,0.00020352199999999998
2014-02-17,Winnipeg,1.52,3.95,-0.32,0.67,7.26,8.64,5.91,0.00016704200000000003
2014-02-17,Hamilton,1.81,5.34,-1.29,0.61,5.56,6.72,4.15,0.000640712
2014-02-17,Halifax,3.74,8.44,-1.02,0.75,2.45,6.27,0.1,0.0011280020000000001
2014-02-18,Toronto,4.84,8.4,1.15,0.22,4.84,6.46,3.01,0.0006891380000000001
2014-02-18,Vancouver,5.69,8.93,2.79,0.25,4.6,6.97,3.02,0.00027380000000000004
2014-02-18,Montreal,8.26,13.49,3.52,0.35,4.63,6.27,3.77,0.001011042
2014-02-18,Calgary,9.61,14.67,3.88,0.14,3.28,4.45,1.85,0.0009357120000000001
2014-02-18,Ottawa,9.74,13.32,5.99,0.15,3.39,4.85,1.7,0.0006249620000000001
2014-02-18,Edmonton,11.08,15.86,6.63,0.19,3.43,5.06,2.45,0.0006612499999999999
2014-02-18,Quebec City,11.23,16.57,6.13,0.33,3.83,5.15,1.32,0.001054152
2014-02-18,Winnipeg,11.91,16.93,7.1,0.04,4.67,6.42,2.92,0.0008711999999999999
2014-02-18,Hamilton,11.86,15.98,8.75,0.25,6.27,9.74,3.89,0.00024220799999999997
2014-02-18,Halifax,10.26,13.34,6.53,0.52,2.57,4.16,0.14,0.00026791200000000003
2014-02-19,Toronto,11.13,15.53,6.51,0.9,3.36,4.01,1.9,0.001013888
2014-02-19,Vancouver,14.13,19.38,9.02,0.27,1.94,3.06,0.95,0.0011040980000000002
2014-02-19,Montreal,16.83,22.43,11.54,0.14,2.28,3.59,1.23,0.0009220820000000001
2014-02-19,Calgary,17.2,22.17,13.38,1.68,3.46,5.03,1.47,0.0007080500000000001
2014-02-19,Ottawa,17.93,22.92,13.88,2.14,1.87,3.4,0.71,0.00047044999999999997
2014-02-19,Edmonton,14.9,19.87,12.1,3.61,3.03,4.09,1.97,0.0004665780000000001
2014-02-19,Quebec City,10.75,12.58,7.58,2.98,7.41,10.07,4.76,0.00019096199999999998
2014-02-19,Winnipeg,8.06,11.5,5.16,0.04,4.66,6.2,3.72,0.000390728
2014-02-19,Hamilton,8.67,13.38,3.66,0.16,2.56,4.21,1.19,0.0012960500000000002
2014-02-19,Halifax,10.28,14.01,6.98,0.37,2.59,3.89,1.4,0.00013519999999999998
2014-02-20,Toronto,14.17,18.83,9.63,0.95,2.65,4.23,0.57,0.000607202
2014-02-20,Vancouver,13.53,19.75,8.83,0.87,2.82,4.66,1.22,0.000996872
2014-02-20,Montreal,15.28,18.99,10.69,0.77,4.5,6.57,1.26,0.000640712
2014-02-20,Calgary,10.97,13.54,5.39,0.12,5.93,8.1,3.91,0.0004608
2014-02-20,Ottawa,8.43,13.52,4.42,0.01,4.46,7.94,2.33,0.001357952
2014-02-20,Edmonton,10.36,14.14,6.28,0.03,4.57,6.36,2.99,0.001122002
2014-02-20,Quebec City,8.3,11.21,4.93,0.04,5.18,8.0,2.82,0.0011370319999999998
2014-02-20,Winnipeg,9.38,14.86,3.14,0.19,4.55,6.7,1.88,0.001414562
2014-02-20,Hamilton,13.2,18.69,6.64,0.03,5.27,6.62,3.84,0.00085805
2014-02-20,Halifax,15.09,18.33,11.39,0.58,5.56,8.49,0.19,0.0005181620000000001
2014-02-21,Toronto,16.29,19.1,13.02,0.25,6.05,7.1,4.17,0.0008951220000000001
2014-02-21,Vancouver,16.02,18.89,13.5,0.6,7.27,9.14,6.11,0.0007344719999999999
2014-02-21,Montreal,16.67,23.41,10.55,0.91,3.35,5.8,0.26,0.0012261780000000003
2014-02-21,Calgary,15.04,19.34,11.74,0.41,3.45,4.65,1.17,0.000693842
2014-02-21,Ottawa,16.74,20.94,11.45,8.19,6.25,7.29,4.14,0.00057245
2014-02-21,Edmonton,8.6,11.05,7.89,18.35,8.06,9.02,6.46,6.48e-05
2014-02-21,Quebec City,10.59,13.11,8.27,5.65,4.36,7.68,1.11,0.00034279199999999997
2014-02-21,Winnipeg,12.13,15.68,8.95,1.26,3.02,3.68,2.55,0.0013711679999999999
2014-02-21,Hamilton,11.96,15.02,8.74,0.21,4.39,5.01,3.49,0.001421298
2014-02-21,Halifax,14.66,18.96,10.1,0.02,2.31,3.8,0.64,0.0009660500000000001
2014-02-22,Toronto,16.5,22.37,12.89,4.11,3.11,6.39,0.43,0.00047433800000000004
2014-02-22,Vancouver,12.89,15.88,10.14,0.53,4.1,7.43,2.28,0.001492992
2014-02-22,Montreal,14.45,19.5,8.53,6.75,4.5,7.02,2.51,0.0009085520000000002
2014-02-22,Calgary,16.71,19.1,14.67,15.5,4.99,7.41,3.09,0.000160178
2014-02-22,Ottawa,15.73,19.03,13.86,3.56,3.83,4.65,2.93,0.000399618
2014-02-22,Edmonton,16.52,20.72,12.49,4.19,6.29,11.4,2.93,0.00061605
2014-02-22,Quebec City,16.23,20.47,12.27,0.41,3.39,4.7,2.4,0.0009357120000000001
2014-02-22,Winnipeg,14.97,18.22,13.13,7.91,3.69,5.84,0.68,0.000146882
2014-02-22,Hamilton,15.78,18.86,13.15,1.43,2.67,4.21,0.91,0.0007490880000000001
2014-02-22,Halifax,16.22,18.27,13.77,8.14,2.66,4.37,0.33,0.0001152
2014-02-23,Toronto,19.3,22.83,15.19,2.49,2.51,3.92,1.09,0.00047044999999999997
2014-02-23,Vancouver,18.77,21.8,15.34,6.48,4.31,6.56,0.41,0.001068722
2014-02-23,Montreal,16.6,18.98,14.66,1.41,4.26,5.52,3.32,0.001054152
2014-02-23,Calgary,18.23,22.31,14.44,0.81,3.58,5.53,0.29,0.0008115379999999999
2014-02-23,Ottawa,16.74,20.1,14.28,2.9,3.41,7.47,0.85,0.0008738420000000002
2014-02-23,Edmonton,16.33,19.35,12.57,0.24,3.17,4.32,0.93,0.0009828019999999999
2014-02-23,Quebec City,19.54,23.43,15.5,0.1,4.37,6.84,0.92,0.0008738420000000002
2014-02-23,Winnipeg,20.3,24.18,15.77,4.37,3.74,8.92,0.91,0.000999698
2014-02-23,Hamilton,19.34,20.81,15.44,6.09,7.45,11.71,3.94,0.0009411920000000002
2014-02-23,Halifax,18.46,23.32,12.82,0.5,3.15,4.83,1.55,0.001289618
2014-02-24,Toronto,18.9,23.15,15.56,0.44,2.3,3.86,0.9,0.000534578
2014-02-24,Vancouver,18.02,20.42,15.77,0.34,3.13,4.08,2.8,0.001125
2014-02-24,Montreal,16.26,17.1,14.22,19.42,9.09,12.11,4.36,3.0258000000000004e-05
2014-02-24,Calgary,14.91,16.47,13.65,18.85,5.89,10.72,1.99,0.00011233800000000003
2014-02-24,Ottawa,17.72,21.61,13.33,0.34,2.86,4.79,1.0,0.001068722
2014-02-24,Edmonton,17.5,19.1,15.59,1.62,3.14,4.53,1.18,0.00017641800000000002
2014-02-24,Quebec City,17.77,20.28,15.38,0.9,4.72,5.65,3.22,0.000547058
